"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8","API Validation errors on transaction update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransactions","Integration Tests","",""
"Test password change with invalid input data","1","Validation errors on invalid password payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestChangePassword","Unit Tests","",""
"","1","Return empty list if user is not found","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetReportHistory","Unit Tests","",""
"","1","Calculate balance dynamics for 'all' period","FinMate Backend","2026-08-03","passed","2026-08-03","TestDashboardService","Unit Tests","",""
"","13","Successfully update category via API","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateCategory","Integration Tests","",""
"","91","API Validation errors on password change","FinMate Backend","2026-08-03","passed","2026-08-03","TestChangePassword","Integration Tests","",""
"","1","Fail update if payload contains empty/None values","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransaction","Unit Tests","",""
"","3","Fail to delete non-existent category","FinMate Backend","2026-08-03","passed","2026-08-03","TestDeleteCategory","Integration Tests","",""
"","3","Fail to delete non-existent budget","FinMate Backend","2026-08-03","passed","2026-08-03","TestDeleteBudgets","Integration Tests","",""
"","10","Successfully retrieve transaction by ID","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetTransactions","Integration Tests","",""
"","4","Successfully delete a category","FinMate Backend","2026-08-03","passed","2026-08-03","TestDeleteCategory","Unit Tests","",""
"","6","Return 410 Gone for expired report links","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetReportStatus","Integration Tests","",""
"Successful non-synchronized transaction update","2","Successfully update non-synchronized transaction fields","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransaction","Unit Tests","",""
"","1","Validation fails on invalid date payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestGeneratePDFReport","Unit Tests","",""
"","3","API Validation errors on category creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateCategory","Integration Tests","",""
"Test validation schema with empty fields","1","Fail to update if payload contains empty/None fields","FinMate Backend","2026-08-03","passed","2026-08-03","TestProfileUpdate","Unit Tests","",""
"","14","Successfully delete budget via API","FinMate Backend","2026-08-03","passed","2026-08-03","TestDeleteBudgets","Integration Tests","",""
"","4","Login successful for demo user and triggers reset","FinMate Backend","2026-08-03","passed","2026-08-03","TestLoginUser","Unit Tests","",""
"Category not found or access denied","2","Fail creation if assigned category is missing","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransaction","Unit Tests","",""
"","7","Update DB and return 200 OK if PENDING report finished successfully in Redis","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetReportStatus","Integration Tests","",""
"","30","Retrieve dashboard data with specific period filters","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetDashboard","Integration Tests","",""
"","7","Successfully update Monobank token","FinMate Backend","2026-08-03","passed","2026-08-03","TestChangeToken","Integration Tests","",""
"","3","API Validation errors on transaction creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransactions","Integration Tests","",""
"","4","API Validation errors on transaction creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransactions","Integration Tests","",""
"","1","Validation fails on invalid date payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestGeneratePDFReport","Unit Tests","",""
"","16","Successfully create a new budget","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateBudget","Unit Tests","",""
"Test successful user update","2","Successfully update valid user fields","FinMate Backend","2026-08-03","passed","2026-08-03","TestProfileUpdate","Unit Tests","",""
"","1","Fail to delete account without authorization","FinMate Backend","2026-08-03","passed","2026-08-03","TestDeleteAccount","Integration Tests","",""
"","27","Verify dashboard chart generation structure","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetDashboard","Integration Tests","",""
"Validation error for invalid input data","1","Validation errors on invalid transaction payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransaction","Unit Tests","",""
"","3","API Validation errors on budget creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateBudgets","Integration Tests","",""
"Validation error for invalid input data","1","Validation errors on invalid transaction payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransaction","Unit Tests","",""
"Test updating avatar to an invalid selection","2","Fail to update avatar with invalid selection","FinMate Backend","2026-08-03","passed","2026-08-03","TestProfileUpdate","Unit Tests","",""
"","15","Start new report generation if previous attempt FAILED","FinMate Backend","2026-08-03","passed","2026-08-03","TestGenerateReport","Integration Tests","",""
"","2","API Validation errors on registration","FinMate Backend","2026-08-03","passed","2026-08-03","TestRegister","Integration Tests","",""
"","1","test_redis_client_not_initialized","FinMate Backend","2026-08-03","passed","2026-08-03","TestInvalidateCache","Unit Tests","",""
"","13","Verify caching flow: hit, miss, and invalidation upon resource creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestIntegrationCaching","Integration Tests","",""
"Validation error for invalid input data","1","Validation errors on invalid transaction payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransaction","Unit Tests","",""
"","13","Successfully update transaction via API","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransactions","Integration Tests","",""
"","8","API Validation errors on category update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateCategory","Integration Tests","",""
"","4","Successfully delete Monobank token","FinMate Backend","2026-08-03","passed","2026-08-03","TestChangeToken","Integration Tests","",""
"Test validation schema with no valid fields","1","Validation errors on invalid profile fields","FinMate Backend","2026-08-03","passed","2026-08-03","TestProfileUpdate","Unit Tests","",""
"","3","API Validation errors on category creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateCategory","Integration Tests","",""
"","4","Successfully retrieve current user profile","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetUser","Integration Tests","",""
"","3","Demo user cannot update profile","FinMate Backend","2026-08-03","passed","2026-08-03","TestDemoAccountPermissions","Integration Tests","",""
"Test validation schema with no valid fields","1","Validation errors on invalid profile fields","FinMate Backend","2026-08-03","passed","2026-08-03","TestProfileUpdate","Unit Tests","",""
"","3","API Validation errors on password change","FinMate Backend","2026-08-03","passed","2026-08-03","TestChangePassword","Integration Tests","",""
"Test successful password change","3","Successfully change user password","FinMate Backend","2026-08-03","passed","2026-08-03","TestChangePassword","Unit Tests","",""
"","1","Fail to retrieve dashboard without authorization","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetDashboard","Integration Tests","",""
"Successful non-synchronized transaction update","1","Successfully update non-synchronized transaction fields","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransaction","Unit Tests","",""
"","2","Successful retrieval of dashboard data for a valid period","FinMate Backend","2026-08-03","passed","2026-08-03","TestDashboardService","Unit Tests","",""
"","2","Fail to retrieve status without authorization","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetReportStatus","Integration Tests","",""
"","5","API Validation errors on budget creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateBudgets","Integration Tests","",""
"","1","Fail to change password without authorization","FinMate Backend","2026-08-03","passed","2026-08-03","TestChangePassword","Integration Tests","",""
"","1","Validation fails on invalid date payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestGeneratePDFReport","Unit Tests","",""
"","2","Retrieve stats when user has no active budgets","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetBudgets","Unit Tests","",""
"","2","Fail to update Monobank token with empty payload","FinMate Backend","2026-08-03","passed","2026-08-03","TestChangeToken","Integration Tests","",""
"","3","Mark report as EXPIRED if deadline passed during status check","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetReportStatus","Unit Tests","",""
"","3","Fail to rename the 'Uncategorized' default category","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateCategory","Unit Tests","",""
"","2","API Validation errors on budget creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateBudgets","Integration Tests","",""
"Validation error for invalid input data","1","Validation errors on invalid transaction payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransaction","Unit Tests","",""
"","1","Fail status check if user does not own the report (Access Denied)","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetReportStatus","Unit Tests","",""
"Verify that the method correctly recalculates the initial point based on last_real_balance and current Mono balance","3","Successfully recalculate initial point balance","FinMate Backend","2026-08-03","passed","2026-08-03","TestRecalculateInitialPoint","Unit Tests","",""
"Validation error for invalid input data during transaction update","1","Validation errors on invalid transaction fields during update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransaction","Unit Tests","",""
"","0","Calculate percentage change (current=33.333, previous=10)","FinMate Backend","2026-08-03","passed","2026-08-03","TestDashboardStaticMethods","Unit Tests","",""
"","2","test_redis_get_exception_handled","FinMate Backend","2026-08-03","passed","2026-08-03","TestRedisCacheDecorator","Unit Tests","",""
"Validation error for invalid input data","1","Validation errors on invalid transaction payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransaction","Unit Tests","",""
"","2","Successfully reset demo account","FinMate Backend","2026-08-03","passed","2026-08-03","TestDemoAccountReset","Unit Tests","",""
"","2","Fail to create category with invalid icon","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateCategory","Unit Tests","",""
"Validation error for invalid input data","1","Validation errors on invalid transaction payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransaction","Unit Tests","",""
"","10","API Validation errors on budget update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateBudgets","Integration Tests","",""
"","5","Handle Redis worker error (Status: error) and update DB to FAILED","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetReportStatus","Integration Tests","",""
"","12","API Validation errors on budget update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateBudgets","Integration Tests","",""
"","8","API Validation errors on transaction update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransactions","Integration Tests","",""
"","2","Return empty list for a non-existent user","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetCategories","Unit Tests","",""
"","13","Validation errors on invalid payload during creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateBudget","Unit Tests","",""
"","2","Fail update if payload contains empty/None values","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransaction","Unit Tests","",""
"","4","Successfully create category without MCC code","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateCategory","Unit Tests","",""
"","3","Fail to delete the 'Uncategorized' default category","FinMate Backend","2026-08-03","passed","2026-08-03","TestDeleteCategory","Unit Tests","",""
"","8","API Validation errors on transaction update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransactions","Integration Tests","",""
"Validation error for invalid input data","1","Validation errors on invalid transaction payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransaction","Unit Tests","",""
"","16","Fail to start generation if existing report is still PENDING","FinMate Backend","2026-08-03","passed","2026-08-03","TestGenerateReport","Integration Tests","",""
"","2","Fail generation if report is already in PENDING status","FinMate Backend","2026-08-03","passed","2026-08-03","TestGeneratePDFReport","Unit Tests","",""
"Test successful MonoToken update","3","Successfully update Monobank API token (encryption check)","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateMonoToken","Unit Tests","",""
"","2","Synchronization fails on Monobank API exception","FinMate Backend","2026-08-03","passed","2026-08-03","TestMonobankService","Unit Tests","",""
"","11","Fail to create category with duplicate name","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateCategory","Integration Tests","",""
"","3","Fail to change currency with invalid data","FinMate Backend","2026-08-03","passed","2026-08-03","TestChangeCurrency","Integration Tests","",""
"","3","API Validation errors on invalid date ranges","FinMate Backend","2026-08-03","passed","2026-08-03","TestGenerateReport","Integration Tests","",""
"","2","API Validation errors on transaction creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransactions","Integration Tests","",""
"","8","Successfully fetch report history list","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetReportHistory","Integration Tests","",""
"","16","Start new report generation if previous link EXPIRED","FinMate Backend","2026-08-03","passed","2026-08-03","TestGenerateReport","Integration Tests","",""
"","3","API Validation errors on transaction creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransactions","Integration Tests","",""
"","3","API Validation errors on transaction creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransactions","Integration Tests","",""
"Test validation schema with no valid fields","2","Validation errors on invalid profile fields","FinMate Backend","2026-08-03","passed","2026-08-03","TestProfileUpdate","Unit Tests","",""
"","10","API Validation errors on budget update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateBudgets","Integration Tests","",""
"Transaction not found or access denied","2","Fail to delete non-existent transaction","FinMate Backend","2026-08-03","passed","2026-08-03","TestDeleteTransaction","Unit Tests","",""
"","2","Fail to delete category with both transactions and budgets","FinMate Backend","2026-08-03","passed","2026-08-03","TestDeleteCategory","Unit Tests","",""
"","2","Successfully logout user (wipes refresh token, blacklists access)","FinMate Backend","2026-08-03","passed","2026-08-03","TestLogoutUser","Unit Tests","",""
"","88","Registration fails due to email conflict","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateUser","Unit Tests","",""
"","0","Calculate percentage change (current=50, previous=100)","FinMate Backend","2026-08-03","passed","2026-08-03","TestDashboardStaticMethods","Unit Tests","",""
"Validation error for invalid input data during transaction update","1","Validation errors on invalid transaction fields during update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransaction","Unit Tests","",""
"","1","Fail to delete category without authorization","FinMate Backend","2026-08-03","passed","2026-08-03","TestDeleteCategory","Integration Tests","",""
"Validation error for invalid input data","1","Validation errors on invalid transaction payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransaction","Unit Tests","",""
"","14","Successfully update transaction via API","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransactions","Integration Tests","",""
"","23","Successfully delete category via API","FinMate Backend","2026-08-03","passed","2026-08-03","TestDeleteCategory","Integration Tests","",""
"","3","Fail update if no valid changes provided","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateCategory","Unit Tests","",""
"","8","API Validation errors on transaction update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransactions","Integration Tests","",""
"","198","Successfully refresh access token","FinMate Backend","2026-08-03","passed","2026-08-03","TestRefreshAccessToken","Integration Tests","",""
"Successful retrieval of a transaction by ID","1","Successfully retrieve a transaction by ID","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetTransaction","Unit Tests","",""
"","6","Handle invalid Redis JSON result (missing fileUrl) gracefully","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetReportStatus","Integration Tests","",""
"","76","Correctly select the 'black' UAH card from multiple accounts","FinMate Backend","2026-08-03","passed","2026-08-03","TestMonobankService","Unit Tests","",""
"","3","API Validation errors on category creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateCategory","Integration Tests","",""
"","4","Successfully retrieve all categories","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetCategories","Integration Tests","",""
"Validation error for invalid input data","0","Validation errors on invalid transaction payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransaction","Unit Tests","",""
"","3","Successfully synchronize new transactions","FinMate Backend","2026-08-03","passed","2026-08-03","TestMonobankService","Unit Tests","",""
"","3","Refresh fails if token does not match DB (revoked/replaced)","FinMate Backend","2026-08-03","passed","2026-08-03","TestRefreshAccessToken","Unit Tests","",""
"Successful non-synchronized transaction update","2","Successfully update non-synchronized transaction fields","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransaction","Unit Tests","",""
"","13","Validation errors on invalid payload during creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateBudget","Unit Tests","",""
"","2","Successfully register a new user","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateUser","Unit Tests","",""
"","1","Validation errors on invalid payload during creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateCategory","Unit Tests","",""
"","1","Validation fails on invalid date payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestGeneratePDFReport","Unit Tests","",""
"","1","Fail to delete non-existent category","FinMate Backend","2026-08-03","passed","2026-08-03","TestDeleteCategory","Unit Tests","",""
"Transaction not found or access denied.","3","Fail to retrieve non-existent transaction","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetTransaction","Unit Tests","",""
"Test successful user deletion","2","Successfully delete a user profile","FinMate Backend","2026-08-03","passed","2026-08-03","TestDeleteUser","Unit Tests","",""
"","1","Fail to update profile without authorization","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateUser","Integration Tests","",""
"","5","Fail report generation if user no longer exists in DB","FinMate Backend","2026-08-03","passed","2026-08-03","TestGenerateReport","Integration Tests","",""
"","3","Return 400 Bad Request if report generation FAILED","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetReportStatus","Integration Tests","",""
"","4","Successfully start new generation if previous report FAILED","FinMate Backend","2026-08-03","passed","2026-08-03","TestGeneratePDFReport","Unit Tests","",""
"","5","Successful login (remember_me=True)","FinMate Backend","2026-08-03","passed","2026-08-03","TestLoginUser","Unit Tests","",""
"","4","API Validation errors on transaction creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransactions","Integration Tests","",""
"","10","API Validation errors on budget update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateBudgets","Integration Tests","",""
"","2","API Validation errors on transaction creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransactions","Integration Tests","",""
"","0","Calculate percentage change (current=0, previous=100)","FinMate Backend","2026-08-03","passed","2026-08-03","TestDashboardStaticMethods","Unit Tests","",""
"","18","Successfully create budget via API","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateBudgets","Integration Tests","",""
"Test validation schema with no valid fields","1","Validation errors on invalid profile fields","FinMate Backend","2026-08-03","passed","2026-08-03","TestProfileUpdate","Unit Tests","",""
"","2","Fail to generate report without authorization","FinMate Backend","2026-08-03","passed","2026-08-03","TestGenerateReport","Integration Tests","",""
"Test password change for a non-existent user","88","Fail to change password for non-existent user","FinMate Backend","2026-08-03","passed","2026-08-03","TestChangePassword","Unit Tests","",""
"","13","Validation errors on invalid payload during creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateBudget","Unit Tests","",""
"Validation error for invalid input data","0","Validation errors on invalid transaction payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransaction","Unit Tests","",""
"","2","Successfully retrieve user profile data","FinMate Backend","2026-08-03","passed","2026-08-03","TestProfileGet","Unit Tests","",""
"","1","API Validation errors on registration","FinMate Backend","2026-08-03","passed","2026-08-03","TestRegister","Integration Tests","",""
"Validation error for invalid input data during transaction update","2","Validation errors on invalid transaction fields during update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransaction","Unit Tests","",""
"","2","Fail update if payload contains empty/None values","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransaction","Unit Tests","",""
"Test MonoToken update with invalid token","2","Validation errors on invalid Monobank API token","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateMonoToken","Unit Tests","",""
"","2","API Validation errors on profile update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateUser","Integration Tests","",""
"Successful non-synchronized transaction update","2","Successfully update non-synchronized transaction fields","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransaction","Unit Tests","",""
"Test password change with invalid old password","87","Fail to change password with incorrect old password","FinMate Backend","2026-08-03","passed","2026-08-03","TestChangePassword","Unit Tests","",""
"Successful non-synchronized transaction update","2","Successfully update non-synchronized transaction fields","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransaction","Unit Tests","",""
"","6","Successfully create transaction via API","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransactions","Integration Tests","",""
"","1","Validation errors on invalid payload during creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateCategory","Unit Tests","",""
"","2","API Validation errors on budget creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateBudgets","Integration Tests","",""
"","9","API Validation errors on transaction update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransactions","Integration Tests","",""
"","1","Validation fails on invalid date payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestGeneratePDFReport","Unit Tests","",""
"","1","Validation fails on invalid date payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestGeneratePDFReport","Unit Tests","",""
"","3","API Validation errors on registration","FinMate Backend","2026-08-03","passed","2026-08-03","TestRegister","Integration Tests","",""
"","2","Synchronization handles empty transaction list gracefully","FinMate Backend","2026-08-03","passed","2026-08-03","TestMonobankService","Unit Tests","",""
"","8","API Validation errors on category update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateCategory","Integration Tests","",""
"","1","Validation errors on invalid category update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateCategory","Unit Tests","",""
"","2","Fails when period is invalid","FinMate Backend","2026-08-03","passed","2026-08-03","TestDashboardService","Unit Tests","",""
"","7","Successfully create transaction via API","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransactions","Integration Tests","",""
"","14","Successfully update transaction via API","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransactions","Integration Tests","",""
"","1","test_no_keys_found","FinMate Backend","2026-08-03","passed","2026-08-03","TestInvalidateCache","Unit Tests","",""
"","3","API Validation errors on transaction creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransactions","Integration Tests","",""
"","1","Check pagination ceiling math","FinMate Backend","2026-08-03","passed","2026-08-03","TestDashboardService","Unit Tests","",""
"","4","Sync successfully flushes DB and registers commit hooks","FinMate Backend","2026-08-03","passed","2026-08-03","TestMonobankService","Unit Tests","",""
"Test MonoToken update with invalid token","1","Validation errors on invalid Monobank API token","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateMonoToken","Unit Tests","",""
"","1","test_missing_key_pattern","FinMate Backend","2026-08-03","passed","2026-08-03","TestInvalidateCache","Unit Tests","",""
"Validation error for invalid input data","1","Validation errors on invalid transaction payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransaction","Unit Tests","",""
"","191","Fail refresh with revoked/logged out token","FinMate Backend","2026-08-03","passed","2026-08-03","TestRefreshAccessToken","Integration Tests","",""
"Validation error for invalid input data","1","Validation errors on invalid transaction payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransaction","Unit Tests","",""
"","13","Validation errors on invalid payload during creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateBudget","Unit Tests","",""
"","34","Successfully retrieve all budgets with calculated stats","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetBudgets","Integration Tests","",""
"Attempting to update forbidden fields of a synchronized transaction","1","Fail to update forbidden fields for a synchronized transaction","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransaction","Unit Tests","",""
"","1","Validation fails on invalid date payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestGeneratePDFReport","Unit Tests","",""
"","1","Validation errors on invalid payload during creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateCategory","Unit Tests","",""
"Verify the method handles None values correctly","2","Handle None values gracefully during recalculation","FinMate Backend","2026-08-03","passed","2026-08-03","TestRecalculateInitialPoint","Unit Tests","",""
"","3","API Validation errors on budget creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateBudgets","Integration Tests","",""
"","3","Fail to create a budget if category is not found","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateBudget","Unit Tests","",""
"","9","API Validation errors on transaction update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransactions","Integration Tests","",""
"","5","Return 202 Accepted if PENDING report is still processing in background","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetReportStatus","Integration Tests","",""
"","3","API Validation errors on category creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateCategory","Integration Tests","",""
"","10","API Validation errors on budget update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateBudgets","Integration Tests","",""
"","4","API Validation errors on transaction creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransactions","Integration Tests","",""
"Test MonoToken update with invalid token","1","Validation errors on invalid Monobank API token","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateMonoToken","Unit Tests","",""
"","113","Retrieve all budgets with valid statistics (is_recurring=True)","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetBudgets","Unit Tests","",""
"","4","Return empty list if user has no report history","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetReportHistory","Integration Tests","",""
"","13","Successfully update transaction via API","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransactions","Integration Tests","",""
"","0","Handle None categories and None amounts in category charts","FinMate Backend","2026-08-03","passed","2026-08-03","TestDashboardService","Unit Tests","",""
"","9","Successfully create category via API","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateCategory","Integration Tests","",""
"Successful non-synchronized transaction update","2","Successfully update non-synchronized transaction fields","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransaction","Unit Tests","",""
"","3","Sync fails if user has no valid Mono API token","FinMate Backend","2026-08-03","passed","2026-08-03","TestMonobankService","Unit Tests","",""
"","3","Successfully update an existing category","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateCategory","Unit Tests","",""
"","1","Calculate previous period start date (period=week)","FinMate Backend","2026-08-03","passed","2026-08-03","TestDashboardStaticMethods","Unit Tests","",""
"","4","Automatically create 'Uncategorized' category for new income","FinMate Backend","2026-08-03","passed","2026-08-03","TestMonobankService","Unit Tests","",""
"","3","API Validation errors on password change","FinMate Backend","2026-08-03","passed","2026-08-03","TestChangePassword","Integration Tests","",""
"","1","Fail to update Monobank token without authorization","FinMate Backend","2026-08-03","passed","2026-08-03","TestChangeToken","Integration Tests","",""
"","1","Fail update if payload contains empty/None values","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransaction","Unit Tests","",""
"","1","Fail to create category when max limit reached","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateCategory","Unit Tests","",""
"","2","Fail to retrieve non-existent profile","FinMate Backend","2026-08-03","passed","2026-08-03","TestProfileGet","Unit Tests","",""
"","6","Successfully create transaction via API","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransactions","Integration Tests","",""
"Test MonoToken update for a non-existent user","2","Fail to update Monobank token for non-existent user","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateMonoToken","Unit Tests","",""
"","1","Validation fails on invalid date payloads","FinMate Backend","2026-08-03","passed","2026-08-03","TestGeneratePDFReport","Unit Tests","",""
"","2","Return empty list if user has no report history","FinMate Backend","2026-08-03","passed","2026-08-03","TestGetReportHistory","Unit Tests","",""
"","1","test_cache_hit","FinMate Backend","2026-08-03","passed","2026-08-03","TestRedisCacheDecorator","Unit Tests","",""
"Successful update of allowed fields for a synchronized transaction","2","Update allowed fields (category/note) for a synchronized transaction","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransaction","Unit Tests","",""
"","8","API Validation errors on transaction update","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateTransactions","Integration Tests","",""
"","15","Successfully update existing budget via API","FinMate Backend","2026-08-03","passed","2026-08-03","TestUpdateBudgets","Integration Tests","",""
"","1","Validation errors on invalid payload during creation","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateCategory","Unit Tests","",""
"Test validation schema with empty fields","1","Fail to update if payload contains empty/None fields","FinMate Backend","2026-08-03","passed","2026-08-03","TestProfileUpdate","Unit Tests","",""
"","18","Handle fallback gracefully when Redis fails (400 and FAILED status)","FinMate Backend","2026-08-03","passed","2026-08-03","TestGenerateReport","Integration Tests","",""
"","6","Successfully create transaction via API","FinMate Backend","2026-08-03","passed","2026-08-03","TestCreateTransactions","Integration Tests","",""
